stringId_A	stringId_B	preferredName_A	preferredName_B	ncbiTaxonId	score	nscore	fscore	pscore	ascore	escore	dscore	tscore
9606.ENSP00000306245	9606.ENSP00000405330	FOS	ESR1	9606	0.999	0	0	0	0.044	0.522	0.9	0.994
9606.ENSP00000306245	9606.ENSP00000327048	FOS	MAF	9606	0.998	0	0	0	0.044	0.753	0	0.995
9606.ENSP00000306245	9606.ENSP00000379330	FOS	NFATC2	9606	0.998	0	0	0	0	0.939	0.54	0.937
9606.ENSP00000306245	9606.ENSP00000264716	FOS	FOSL2	9606	0.998	0	0	0	0.132	0	0.9	0.984
9606.ENSP00000306245	9606.ENSP00000387699	FOS	CREB1	9606	0.998	0	0	0	0.052	0	0.5	0.996
9606.ENSP00000306245	9606.ENSP00000310170	FOS	FOSL1	9606	0.998	0	0	0	0.048	0	0.9	0.984
9606.ENSP00000306245	9606.ENSP00000239938	FOS	EGR1	9606	0.995	0	0	0	0.825	0.066	0.5	0.951
9606.ENSP00000306245	9606.ENSP00000264657	FOS	STAT3	9606	0.995	0	0	0	0.132	0.429	0.5	0.984
9606.ENSP00000306245	9606.ENSP00000263025	FOS	MAPK3	9606	0.994	0	0	0	0.055	0.45	0.9	0.907
9606.ENSP00000306245	9606.ENSP00000344352	FOS	ATF3	9606	0.994	0	0	0	0.47	0.353	0	0.984
9606.ENSP00000306245	9606.ENSP00000215832	FOS	MAPK1	9606	0.992	0	0	0	0.055	0.45	0.9	0.864
9606.ENSP00000306245	9606.ENSP00000264110	FOS	ATF2	9606	0.99	0	0	0	0	0.881	0.5	0.853
9606.ENSP00000306245	9606.ENSP00000360493	FOS	RUNX2	9606	0.987	0	0	0	0.052	0.51	0.9	0.761
9606.ENSP00000306245	9606.ENSP00000378974	FOS	MAPK8	9606	0.986	0	0	0	0	0.174	0.9	0.849
9606.ENSP00000306245	9606.ENSP00000362680	FOS	SRC	9606	0.986	0	0	0	0.102	0.096	0.9	0.848
9606.ENSP00000306245	9606.ENSP00000229795	FOS	MAPK14	9606	0.985	0	0	0	0.067	0.256	0.9	0.814
9606.ENSP00000306245	9606.ENSP00000362410	FOS	MAFB	9606	0.983	0	0	0	0.075	0.633	0	0.955
9606.ENSP00000306245	9606.ENSP00000399465	FOS	ATF7	9606	0.983	0	0	0	0	0.827	0	0.906
9606.ENSP00000306245	9606.ENSP00000394560	FOS	MAPK9	9606	0.977	0	0	0	0	0.297	0.9	0.706
9606.ENSP00000306245	9606.ENSP00000332973	FOS	SMAD3	9606	0.976	0	0	0	0	0.51	0	0.954
9606.ENSP00000306245	9606.ENSP00000227163	FOS	SPI1	9606	0.975	0	0	0	0.074	0.292	0	0.965
9606.ENSP00000306245	9606.ENSP00000361066	FOS	NCOA3	9606	0.97	0	0	0	0	0.327	0.9	0.593
9606.ENSP00000306245	9606.ENSP00000478887	FOS	MYC	9606	0.965	0	0	0	0.134	0.221	0.4	0.924
9606.ENSP00000306245	9606.ENSP00000263253	FOS	EP300	9606	0.964	0	0	0	0.067	0.74	0.5	0.737
9606.ENSP00000306245	9606.ENSP00000242480	FOS	EGR2	9606	0.963	0	0	0	0.513	0.066	0.5	0.858
9606.ENSP00000306245	9606.ENSP00000231509	FOS	NR3C1	9606	0.961	0	0	0	0	0.108	0	0.958
9606.ENSP00000306245	9606.ENSP00000239223	FOS	DUSP1	9606	0.961	0	0	0	0.801	0.13	0	0.795
9606.ENSP00000306245	9606.ENSP00000343925	FOS	ESR2	9606	0.961	0	0	0	0	0.095	0.9	0.611
9606.ENSP00000306245	9606.ENSP00000333685	FOS	MAPK11	9606	0.96	0	0	0	0.091	0.256	0.9	0.481
9606.ENSP00000306245	9606.ENSP00000309591	FOS	PRKACA	9606	0.959	0	0	0	0	0.086	0.9	0.594
9606.ENSP00000306245	9606.ENSP00000366488	FOS	PRKACG	9606	0.959	0	0	0	0	0.086	0.9	0.594
9606.ENSP00000306245	9606.ENSP00000359719	FOS	PRKACB	9606	0.959	0	0	0	0	0.086	0.9	0.594
9606.ENSP00000306245	9606.ENSP00000211287	FOS	MAPK13	9606	0.958	0	0	0	0.067	0.256	0.9	0.467
9606.ENSP00000306245	9606.ENSP00000215659	FOS	MAPK12	9606	0.957	0	0	0	0.067	0.256	0.9	0.455
9606.ENSP00000306245	9606.ENSP00000269305	FOS	TP53	9606	0.952	0	0	0	0.053	0.23	0.5	0.884
9606.ENSP00000306245	9606.ENSP00000265354	FOS	SRF	9606	0.95	0	0	0	0.072	0	0.75	0.802
9606.ENSP00000306245	9606.ENSP00000385216	FOS	NCOA1	9606	0.949	0	0	0	0.049	0.643	0.8	0.34
9606.ENSP00000306245	9606.ENSP00000408695	FOS	PRKCA	9606	0.946	0	0	0	0.049	0	0.9	0.48
9606.ENSP00000306245	9606.ENSP00000225577	FOS	RPS6KB1	9606	0.946	0	0	0	0.055	0.071	0.9	0.461
9606.ENSP00000306245	9606.ENSP00000329357	FOS	SP1	9606	0.944	0	0	0	0	0.066	0.9	0.453
9606.ENSP00000306245	9606.ENSP00000262367	FOS	CREBBP	9606	0.943	0	0	0	0.067	0.63	0	0.848
9606.ENSP00000306245	9606.ENSP00000227507	FOS	CCND1	9606	0.942	0	0	0	0.055	0.469	0.5	0.799
9606.ENSP00000306245	9606.ENSP00000389377	FOS	NFATC1	9606	0.942	0	0	0	0.047	0.233	0	0.927
9606.ENSP00000306245	9606.ENSP00000318057	FOS	EGR3	9606	0.941	0	0	0	0.384	0.066	0.5	0.821
9606.ENSP00000306245	9606.ENSP00000325690	FOS	CARM1	9606	0.941	0	0	0	0	0.311	0.9	0.217
9606.ENSP00000306245	9606.ENSP00000275493	FOS	EGFR	9606	0.94	0	0	0	0.086	0.591	0.4	0.765
9606.ENSP00000306245	9606.ENSP00000263431	FOS	PRKCG	9606	0.938	0	0	0	0.049	0	0.9	0.4
9606.ENSP00000306245	9606.ENSP00000409007	FOS	GDNF	9606	0.934	0	0	0	0	0	0	0.934
9606.ENSP00000306245	9606.ENSP00000262238	FOS	YY1	9606	0.933	0	0	0	0.042	0.091	0.5	0.865
9606.ENSP00000306245	9606.ENSP00000440864	FOS	NR4A1	9606	0.933	0	0	0	0.521	0.091	0	0.86
9606.ENSP00000306245	9606.ENSP00000308413	FOS	RPS6KB2	9606	0.933	0	0	0	0.055	0.071	0.9	0.327
9606.ENSP00000306245	9606.ENSP00000496129	FOS	PRKCB	9606	0.93	0	0	0	0.056	0	0.9	0.319
9606.ENSP00000306245	9606.ENSP00000438262	FOS	TJP2	9606	0.926	0	0	0	0	0	0	0.926
9606.ENSP00000306245	9606.ENSP00000391803	FOS	MITF	9606	0.92	0	0	0	0	0.331	0	0.886
9606.ENSP00000306245	9606.ENSP00000384273	FOS	RELA	9606	0.917	0	0	0	0.101	0.528	0	0.82
9606.ENSP00000306245	9606.ENSP00000286639	FOS	BATF	9606	0.915	0	0	0	0.044	0	0.4	0.865
9606.ENSP00000306245	9606.ENSP00000300651	FOS	MED1	9606	0.914	0	0	0	0	0.07	0.9	0.159
9606.ENSP00000306245	9606.ENSP00000448665	FOS	DDIT3	9606	0.905	0	0	0	0.09	0.844	0	0.385
9606.ENSP00000306245	9606.ENSP00000263339	FOS	IL1A	9606	0.899	0	0	0	0.09	0	0.75	0.592
9606.ENSP00000306245	9606.ENSP00000354394	FOS	STAT1	9606	0.898	0	0	0	0.093	0.731	0	0.615
9606.ENSP00000306245	9606.ENSP00000263341	FOS	IL1B	9606	0.894	0	0	0	0.125	0	0	0.884
9606.ENSP00000306245	9606.ENSP00000385675	FOS	IL6	9606	0.891	0	0	0	0.14	0	0	0.879
9606.ENSP00000306245	9606.ENSP00000350359	FOS	CREB5	9606	0.886	0	0	0	0.047	0.842	0	0.302
9606.ENSP00000306245	9606.ENSP00000471239	FOS	ZFP36	9606	0.878	0	0	0	0.793	0	0	0.434
9606.ENSP00000306245	9606.ENSP00000254066	FOS	RARA	9606	0.868	0	0	0	0.049	0.31	0	0.814
9606.ENSP00000306245	9606.ENSP00000368632	FOS	GATA3	9606	0.868	0	0	0	0.043	0.245	0.5	0.678
9606.ENSP00000306245	9606.ENSP00000353344	FOS	ETS2	9606	0.867	0	0	0	0.134	0.292	0	0.8
9606.ENSP00000306245	9606.ENSP00000427514	FOS	CEBPA	9606	0.859	0	0	0	0.073	0.275	0	0.806
9606.ENSP00000306245	9606.ENSP00000164227	FOS	BCL3	9606	0.856	0	0	0	0.077	0.3	0	0.794
9606.ENSP00000306245	9606.ENSP00000381775	FOS	TNFSF11	9606	0.856	0	0	0	0.055	0	0	0.853
9606.ENSP00000306245	9606.ENSP00000311196	FOS	NPAS4	9606	0.848	0	0	0	0.087	0	0.5	0.693
9606.ENSP00000306245	9606.ENSP00000442060	FOS	MAFF	9606	0.847	0	0	0	0.183	0.286	0	0.76
9606.ENSP00000306245	9606.ENSP00000384092	FOS	POMC	9606	0.84	0	0	0	0	0	0	0.84
9606.ENSP00000306245	9606.ENSP00000349022	FOS	ARC	9606	0.835	0	0	0	0.195	0.045	0.5	0.622
9606.ENSP00000306245	9606.ENSP00000244537	FOS	H4C6	9606	0.835	0	0	0	0	0.52	0.5	0.371
9606.ENSP00000306245	9606.ENSP00000336790	FOS	ATF4	9606	0.831	0	0	0	0.055	0.725	0	0.401
9606.ENSP00000306245	9606.ENSP00000226730	FOS	IL2	9606	0.828	0	0	0	0	0.292	0	0.768
9606.ENSP00000306245	9606.ENSP00000366182	FOS	ELK1	9606	0.826	0	0	0	0.055	0	0.75	0.325
9606.ENSP00000306245	9606.ENSP00000254846	FOS	KDM6B	9606	0.824	0	0	0	0.08	0.094	0.75	0.255
9606.ENSP00000306245	9606.ENSP00000362649	FOS	HDAC1	9606	0.823	0	0	0	0.054	0.34	0.5	0.501
9606.ENSP00000306245	9606.ENSP00000341551	FOS	SMAD4	9606	0.822	0	0	0	0	0	0	0.822
9606.ENSP00000306245	9606.ENSP00000384517	FOS	ARNTL	9606	0.821	0	0	0	0.044	0.089	0.5	0.639
9606.ENSP00000306245	9606.ENSP00000356438	FOS	PTGS2	9606	0.819	0	0	0	0.237	0	0	0.773
9606.ENSP00000306245	9606.ENSP00000305422	FOS	CEBPB	9606	0.819	0	0	0	0.208	0.102	0	0.766
9606.ENSP00000306245	9606.ENSP00000362222	FOS	STK40	9606	0.816	0	0	0	0.076	0.801	0	0.077
9606.ENSP00000306245	9606.ENSP00000338806	FOS	NFAT5	9606	0.816	0	0	0	0	0.292	0	0.751
9606.ENSP00000306245	9606.ENSP00000438804	FOS	HNF1A	9606	0.816	0	0	0	0	0.292	0	0.752
9606.ENSP00000306245	9606.ENSP00000254810	FOS	H3-3B	9606	0.813	0	0	0	0.096	0.112	0.5	0.591
9606.ENSP00000306245	9606.ENSP00000218758	FOS	ACP5	9606	0.812	0	0	0	0.05	0	0	0.81
9606.ENSP00000306245	9606.ENSP00000344903	FOS	MAFK	9606	0.812	0	0	0	0.083	0.203	0	0.764
9606.ENSP00000306245	9606.ENSP00000368880	FOS	FOXO1	9606	0.809	0	0	0	0.054	0.091	0.4	0.674
9606.ENSP00000306245	9606.ENSP00000216797	FOS	NFKBIA	9606	0.808	0	0	0	0.156	0.053	0	0.779
9606.ENSP00000306245	9606.ENSP00000226574	FOS	NFKB1	9606	0.808	0	0	0	0.045	0.053	0	0.805
9606.ENSP00000306245	9606.ENSP00000230354	FOS	TBP	9606	0.807	0	0	0	0.045	0.636	0	0.489
9606.ENSP00000306245	9606.ENSP00000352252	FOS	H3C12	9606	0.805	0	0	0	0.053	0.112	0.5	0.591
9606.ENSP00000306245	9606.ENSP00000333277	FOS	H3C13	9606	0.805	0	0	0	0.053	0.112	0.5	0.591
9606.ENSP00000306245	9606.ENSP00000437955	FOS	HIF1A	9606	0.805	0	0	0	0.067	0.249	0.4	0.592
9606.ENSP00000306245	9606.ENSP00000250448	FOS	FOXA1	9606	0.802	0	0	0	0.042	0	0.5	0.621
9606.ENSP00000306245	9606.ENSP00000465617	FOS	IER2	9606	0.796	0	0	0	0.597	0	0	0.515
9606.ENSP00000306245	9606.ENSP00000350369	FOS	MAFG	9606	0.794	0	0	0	0.086	0.203	0	0.74
9606.ENSP00000306245	9606.ENSP00000293330	FOS	HCRT	9606	0.794	0	0	0	0	0	0	0.794
9606.ENSP00000306245	9606.ENSP00000295666	FOS	IGFBP7	9606	0.793	0	0	0	0.05	0	0.75	0.199
9606.ENSP00000306245	9606.ENSP00000276571	FOS	CRH	9606	0.792	0	0	0	0	0	0	0.792
9606.ENSP00000306245	9606.ENSP00000356920	FOS	DUSP12	9606	0.791	0	0	0	0.074	0.104	0	0.768
9606.ENSP00000306245	9606.ENSP00000265171	FOS	EGF	9606	0.788	0	0	0	0	0	0.4	0.662
9606.ENSP00000306245	9606.ENSP00000358596	FOS	DUSP5	9606	0.786	0	0	0	0.188	0.13	0	0.721
9606.ENSP00000306245	9606.ENSP00000430432	FOS	HDAC2	9606	0.784	0	0	0	0.054	0.107	0	0.765
9606.ENSP00000306245	9606.ENSP00000381185	FOS	BCL2	9606	0.784	0	0	0	0	0	0	0.784
9606.ENSP00000306245	9606.ENSP00000344479	FOS	NR4A2	9606	0.783	0	0	0	0.513	0.094	0	0.549
9606.ENSP00000306245	9606.ENSP00000346839	FOS	FN1	9606	0.782	0	0	0	0	0	0	0.782
9606.ENSP00000306245	9606.ENSP00000265372	FOS	CREM	9606	0.78	0	0	0	0.044	0.51	0	0.57
9606.ENSP00000306245	9606.ENSP00000378394	FOS	PSAP	9606	0.778	0	0	0	0.061	0	0	0.774
9606.ENSP00000306245	9606.ENSP00000356641	FOS	COP1	9606	0.774	0	0	0	0	0.77	0	0.056
9606.ENSP00000306245	9606.ENSP00000466022	FOS	CEBPG	9606	0.773	0	0	0	0.066	0.607	0	0.43
9606.ENSP00000306245	9606.ENSP00000386165	FOS	CEBPD	9606	0.772	0	0	0	0.289	0.102	0.4	0.475
9606.ENSP00000306245	9606.ENSP00000056233	FOS	NFE2L3	9606	0.77	0	0	0	0.087	0.048	0	0.757
9606.ENSP00000306245	9606.ENSP00000463653	FOS	RBFOX3	9606	0.769	0	0	0	0	0.103	0	0.754
9606.ENSP00000306245	9606.ENSP00000306512	FOS	CXCL8	9606	0.765	0	0	0	0.179	0	0	0.726
9606.ENSP00000306245	9606.ENSP00000407586	FOS	HRAS	9606	0.763	0	0	0	0.056	0.097	0	0.744
9606.ENSP00000306245	9606.ENSP00000217386	FOS	OXT	9606	0.762	0	0	0	0.086	0	0	0.75
9606.ENSP00000306245	9606.ENSP00000313199	FOS	HNRNPD	9606	0.759	0	0	0	0.049	0.103	0	0.741
9606.ENSP00000306245	9606.ENSP00000478927	FOS	YAP1	9606	0.756	0	0	0	0	0	0	0.756
9606.ENSP00000306245	9606.ENSP00000422435	FOS	RPS6KA2	9606	0.756	0	0	0	0.05	0.292	0	0.667
9606.ENSP00000306245	9606.ENSP00000225831	FOS	CCL2	9606	0.756	0	0	0	0.106	0	0	0.739
9606.ENSP00000306245	9606.ENSP00000295025	FOS	REL	9606	0.754	0	0	0	0.073	0.094	0	0.731
9606.ENSP00000306245	9606.ENSP00000398736	FOS	CCN1	9606	0.753	0	0	0	0.315	0	0	0.655
9606.ENSP00000306245	9606.ENSP00000385269	FOS	ELAVL1	9606	0.753	0	0	0	0	0	0	0.753
9606.ENSP00000306245	9606.ENSP00000384849	FOS	CDKN1A	9606	0.753	0	0	0	0.126	0	0	0.729
9606.ENSP00000306245	9606.ENSP00000268638	FOS	IRF8	9606	0.752	0	0	0	0.056	0.088	0	0.735
9606.ENSP00000306245	9606.ENSP00000229135	FOS	IFNG	9606	0.751	0	0	0	0.124	0	0	0.728
9606.ENSP00000306245	9606.ENSP00000311032	FOS	CASP3	9606	0.749	0	0	0	0	0	0	0.749
9606.ENSP00000306245	9606.ENSP00000414303	FOS	BDNF	9606	0.748	0	0	0	0	0	0	0.748
9606.ENSP00000306245	9606.ENSP00000312150	FOS	TRIB1	9606	0.746	0	0	0	0.272	0.363	0	0.495
9606.ENSP00000306245	9606.ENSP00000451828	FOS	AKT1	9606	0.746	0	0	0	0.069	0.096	0	0.722
9606.ENSP00000306245	9606.ENSP00000279488	FOS	DUSP6	9606	0.743	0	0	0	0.233	0.094	0	0.66
9606.ENSP00000306245	9606.ENSP00000370571	FOS	TH	9606	0.741	0	0	0	0	0	0	0.741
9606.ENSP00000306245	9606.ENSP00000433138	FOS	CASP1	9606	0.74	0	0	0	0.095	0	0	0.724
9606.ENSP00000306245	9606.ENSP00000348645	FOS	PXDNL	9606	0.739	0	0	0	0	0	0	0.739
9606.ENSP00000306245	9606.ENSP00000252804	FOS	PXDN	9606	0.739	0	0	0	0	0	0	0.739
9606.ENSP00000306245	9606.ENSP00000290953	FOS	AGRP	9606	0.738	0	0	0	0	0	0	0.738
9606.ENSP00000306245	9606.ENSP00000300305	FOS	RUNX1	9606	0.737	0	0	0	0.052	0.51	0	0.479
9606.ENSP00000306245	9606.ENSP00000376436	FOS	ETS1	9606	0.737	0	0	0	0.055	0	0	0.733
9606.ENSP00000306245	9606.ENSP00000412237	FOS	IL10	9606	0.736	0	0	0	0.06	0.049	0	0.728
9606.ENSP00000306245	9606.ENSP00000302768	FOS	PAIP1	9606	0.733	0	0	0	0	0.067	0	0.726
9606.ENSP00000306245	9606.ENSP00000405965	FOS	SUMO2	9606	0.731	0	0	0	0.05	0.069	0	0.72
9606.ENSP00000306245	9606.ENSP00000435412	FOS	RPS6KA1	9606	0.729	0	0	0	0.05	0	0	0.727
9606.ENSP00000306245	9606.ENSP00000380252	FOS	NFE2L2	9606	0.728	0	0	0	0.127	0.095	0	0.683
9606.ENSP00000306245	9606.ENSP00000398698	FOS	TNF	9606	0.728	0	0	0	0.087	0	0	0.715
9606.ENSP00000306245	9606.ENSP00000384364	FOS	NPY	9606	0.727	0	0	0	0	0	0	0.727
9606.ENSP00000306245	9606.ENSP00000245414	FOS	IRF1	9606	0.726	0	0	0	0.124	0.088	0	0.685
9606.ENSP00000306245	9606.ENSP00000271651	FOS	CTSK	9606	0.725	0	0	0	0.058	0	0	0.72
9606.ENSP00000306245	9606.ENSP00000267569	FOS	JDP2	9606	0.723	0	0	0	0.125	0	0	0.697
9606.ENSP00000306245	9606.ENSP00000258149	FOS	MDM2	9606	0.722	0	0	0	0	0.244	0	0.648
9606.ENSP00000306245	9606.ENSP00000380070	FOS	GAPDH	9606	0.722	0	0	0	0.042	0.067	0	0.714
9606.ENSP00000306245	9606.ENSP00000494750	FOS	ACTB	9606	0.722	0	0	0	0.085	0.053	0	0.705
9606.ENSP00000306245	9606.ENSP00000261523	FOS	RORA	9606	0.721	0	0	0	0	0.045	0.4	0.552
9606.ENSP00000306245	9606.ENSP00000311005	FOS	MAPK7	9606	0.72	0	0	0	0.056	0.45	0	0.504
9606.ENSP00000306245	9606.ENSP00000356954	FOS	CCN2	9606	0.72	0	0	0	0.196	0	0	0.666
9606.ENSP00000306245	9606.ENSP00000221930	FOS	TGFB1	9606	0.719	0	0	0	0	0	0	0.719
9606.ENSP00000306245	9606.ENSP00000361021	FOS	PTEN	9606	0.715	0	0	0	0.073	0.094	0	0.688
9606.ENSP00000306245	9606.ENSP00000200453	FOS	PPP1R15A	9606	0.715	0	0	0	0.386	0	0	0.556
9606.ENSP00000306245	9606.ENSP00000371067	FOS	JAK2	9606	0.715	0	0	0	0.086	0.096	0	0.683
9606.ENSP00000306245	9606.ENSP00000212015	FOS	SIRT1	9606	0.713	0	0	0	0.056	0.304	0	0.598
9606.ENSP00000306245	9606.ENSP00000361141	FOS	OPN4	9606	0.71	0	0	0	0	0	0	0.71
9606.ENSP00000306245	9606.ENSP00000379472	FOS	CCK	9606	0.708	0	0	0	0.087	0	0	0.694
9606.ENSP00000306245	9606.ENSP00000361458	FOS	TSC22D3	9606	0.708	0	0	0	0.138	0.292	0	0.56
9606.ENSP00000306245	9606.ENSP00000310572	FOS	PSMC5	9606	0.707	0	0	0	0	0.493	0	0.445
9606.ENSP00000306245	9606.ENSP00000348056	FOS	UBE2I	9606	0.706	0	0	0	0	0.635	0	0.227
9606.ENSP00000306245	9606.ENSP00000363804	FOS	KLF4	9606	0.705	0	0	0	0.445	0.066	0	0.478
9606.ENSP00000306245	9606.ENSP00000286301	FOS	CSF1R	9606	0.703	0	0	0	0.067	0	0	0.694
9606.ENSP00000306245	9606.ENSP00000231449	FOS	IL4	9606	0.7	0	0	0	0.087	0	0	0.685
